State_Name,District_Name,Crop
Odisha,BOUDH,Sugarcane
Odisha,BOUDH,Moong(Green Gram)
Odisha,BOUDH,Rice
Odisha,BOUDH,Rapeseed &Mustard
Odisha,BOUDH,Castor seed
Odisha,BOUDH,Cotton(lint)
Odisha,BOUDH,Dry chillies
Odisha,BOUDH,Dry ginger
Odisha,BOUDH,Mesta
Odisha,BOUDH,Niger seed
Odisha,BOUDH,Small millets
Odisha,BOUDH,Sweet potato
Odisha,BOUDH,Turmeric
Odisha,BOUDH,Coriander
Odisha,BOUDH,Garlic
Odisha,BOUDH,Gram
Odisha,BOUDH,Linseed
Odisha,BOUDH,Sunflower
Odisha,BOUDH,Onion
Odisha,BOUDH,Other Kharif pulses
Odisha,BOUDH,Other  Rabi pulses
Odisha,BOUDH,Tobacco
Odisha,CUTTACK,Groundnut
Odisha,CUTTACK,Jute
Odisha,CUTTACK,Maize
Odisha,CUTTACK,Paddy
Odisha,CUTTACK,Ragi
Odisha,CUTTACK,Arhar/Tur
Odisha,CUTTACK,Horse-gram
Odisha,CUTTACK,Sesamum
Odisha,CUTTACK,Urad
Odisha,CUTTACK,Potato
Odisha,CUTTACK,Sugarcane
Odisha,CUTTACK,Rice
Odisha,CUTTACK,Moong(Green Gram)
Odisha,CUTTACK,Wheat
Odisha,CUTTACK,Rapeseed &Mustard
Odisha,CUTTACK,Castor seed
Odisha,CUTTACK,Dry chillies
Odisha,CUTTACK,Dry ginger
Odisha,CUTTACK,Jowar
Odisha,CUTTACK,Mesta
Odisha,CUTTACK,Sweet potato
Odisha,CUTTACK,Turmeric
Odisha,CUTTACK,Coriander
Odisha,CUTTACK,Garlic
Odisha,CUTTACK,Gram
Odisha,CUTTACK,Linseed
Odisha,CUTTACK,Sunflower
Odisha,CUTTACK,Onion
Odisha,CUTTACK,Other Kharif pulses
Odisha,CUTTACK,Other  Rabi pulses
Odisha,CUTTACK,Safflower
Odisha,DEOGARH,Arhar/Tur
Odisha,DEOGARH,Groundnut
Odisha,DEOGARH,Maize
Odisha,DEOGARH,Paddy
Odisha,DEOGARH,Ragi
Odisha,DEOGARH,Sesamum
Odisha,DEOGARH,Urad
Odisha,DEOGARH,Wheat
Odisha,DEOGARH,Horse-gram
Odisha,DEOGARH,Potato
Odisha,DEOGARH,Sugarcane
Odisha,DEOGARH,Moong(Green Gram)
Odisha,DEOGARH,Rice
Odisha,DEOGARH,Rapeseed &Mustard
Odisha,DEOGARH,Castor seed
Odisha,DEOGARH,Dry chillies
Odisha,DEOGARH,Dry ginger
Odisha,DEOGARH,Jowar
Odisha,DEOGARH,Mesta
Odisha,DEOGARH,Niger seed
Odisha,DEOGARH,Sweet potato
Odisha,DEOGARH,Turmeric
Odisha,DEOGARH,Coriander
Odisha,DEOGARH,Garlic
Odisha,DEOGARH,Gram
Odisha,DEOGARH,Sunflower
Odisha,DEOGARH,Onion
Odisha,DEOGARH,Sannhamp
Odisha,DEOGARH,Other  Rabi pulses
Odisha,DEOGARH,Safflower
Odisha,DHENKANAL,Arhar/Tur
Odisha,DHENKANAL,Groundnut
Odisha,DHENKANAL,Maize
Odisha,DHENKANAL,Paddy
Odisha,DHENKANAL,Ragi
Odisha,DHENKANAL,Sesamum
Odisha,DHENKANAL,Urad
Odisha,DHENKANAL,Wheat
Odisha,DHENKANAL,Potato
Odisha,DHENKANAL,Horse-gram
Odisha,DHENKANAL,Sugarcane
Odisha,DHENKANAL,Moong(Green Gram)
Odisha,DHENKANAL,Rice
Odisha,DHENKANAL,Rapeseed &Mustard
Odisha,DHENKANAL,Castor seed
Odisha,DHENKANAL,Cotton(lint)
Odisha,DHENKANAL,Dry chillies
Odisha,DHENKANAL,Dry ginger
Odisha,DHENKANAL,Mesta
Odisha,DHENKANAL,Small millets
Odisha,DHENKANAL,Sweet potato
Odisha,DHENKANAL,Turmeric
Odisha,DHENKANAL,Coriander
Odisha,DHENKANAL,Garlic
Odisha,DHENKANAL,Gram
Odisha,DHENKANAL,Sunflower
Odisha,DHENKANAL,Onion
Odisha,DHENKANAL,Sannhamp
Odisha,DHENKANAL,Other  Rabi pulses
Odisha,DHENKANAL,Safflower
Odisha,GAJAPATI,Groundnut
Odisha,GAJAPATI,Maize
Odisha,GAJAPATI,Paddy
Odisha,GAJAPATI,Ragi
Odisha,GAJAPATI,Wheat
Odisha,GAJAPATI,Sesamum
Odisha,GAJAPATI,Potato
Odisha,GAJAPATI,Arhar/Tur
Odisha,GAJAPATI,Horse-gram
Odisha,GAJAPATI,Sugarcane
Odisha,GAJAPATI,Urad
Odisha,GAJAPATI,Moong(Green Gram)
Odisha,GAJAPATI,Rice
Odisha,GAJAPATI,Rapeseed &Mustard
Odisha,GAJAPATI,Bajra
Odisha,GAJAPATI,Castor seed
Odisha,GAJAPATI,Cotton(lint)
Odisha,GAJAPATI,Dry chillies
Odisha,GAJAPATI,Dry ginger
Odisha,GAJAPATI,Jowar
Odisha,GAJAPATI,Mesta
Odisha,GAJAPATI,Niger seed
Odisha,GAJAPATI,Small millets
Odisha,GAJAPATI,Sweet potato
Odisha,GAJAPATI,Turmeric
Odisha,GAJAPATI,Coriander
Odisha,GAJAPATI,Garlic
Odisha,GAJAPATI,Gram
Odisha,GAJAPATI,Linseed
Odisha,GAJAPATI,Sunflower
Odisha,GAJAPATI,Onion
Odisha,GAJAPATI,Sannhamp
Odisha,GAJAPATI,Tobacco
Odisha,GAJAPATI,Other  Rabi pulses
Odisha,GAJAPATI,Other Kharif pulses
Odisha,GANJAM,Arhar/Tur
Odisha,GANJAM,Groundnut
Odisha,GANJAM,Jute
Odisha,GANJAM,Maize
Odisha,GANJAM,Paddy
Odisha,GANJAM,Ragi
Odisha,GANJAM,Sesamum
Odisha,GANJAM,Urad
Odisha,GANJAM,Wheat
Odisha,GANJAM,Horse-gram
Odisha,GANJAM,Potato
Odisha,GANJAM,Sugarcane
Odisha,GANJAM,Moong(Green Gram)
Odisha,GANJAM,Rice
Odisha,GANJAM,Rapeseed &Mustard
Odisha,GANJAM,Bajra
Odisha,GANJAM,Castor seed
Odisha,GANJAM,Cotton(lint)
Odisha,GANJAM,Dry chillies
Odisha,GANJAM,Dry ginger
Odisha,GANJAM,Jowar
Odisha,GANJAM,Mesta
Odisha,GANJAM,Niger seed
Odisha,GANJAM,Small millets
Odisha,GANJAM,Sunflower
Odisha,GANJAM,Sweet potato
Odisha,GANJAM,Turmeric
Odisha,GANJAM,Coriander
Odisha,GANJAM,Garlic
Odisha,GANJAM,Gram
Odisha,GANJAM,Linseed
Odisha,GANJAM,Onion
Odisha,GANJAM,Sannhamp
Odisha,GANJAM,Other  Rabi pulses
Odisha,GANJAM,Safflower
Odisha,GANJAM,Other Kharif pulses
Odisha,JAGATSINGHAPUR,Jute
Odisha,JAGATSINGHAPUR,Paddy
Odisha,JAGATSINGHAPUR,Ragi
Odisha,JAGATSINGHAPUR,Arhar/Tur
Odisha,JAGATSINGHAPUR,Groundnut
Odisha,JAGATSINGHAPUR,Horse-gram
Odisha,JAGATSINGHAPUR,Sesamum
Odisha,JAGATSINGHAPUR,Urad
Odisha,JAGATSINGHAPUR,Potato
Odisha,JAGATSINGHAPUR,Sugarcane
Odisha,JAGATSINGHAPUR,Rice
Odisha,JAGATSINGHAPUR,Moong(Green Gram)
Odisha,JAGATSINGHAPUR,Wheat
Odisha,JAGATSINGHAPUR,Rapeseed &Mustard
Odisha,JAGATSINGHAPUR,Dry chillies
Odisha,JAGATSINGHAPUR,Dry ginger
Odisha,JAGATSINGHAPUR,Maize
Odisha,JAGATSINGHAPUR,Sweet potato
Odisha,JAGATSINGHAPUR,Turmeric
Odisha,JAGATSINGHAPUR,Castor seed
Odisha,JAGATSINGHAPUR,Coriander
Odisha,JAGATSINGHAPUR,Garlic
Odisha,JAGATSINGHAPUR,Sunflower
Odisha,JAGATSINGHAPUR,Onion
Odisha,JAGATSINGHAPUR,Other Kharif pulses
Odisha,JAGATSINGHAPUR,Gram
Odisha,JAGATSINGHAPUR,Linseed
Odisha,JAGATSINGHAPUR,Other  Rabi pulses
Odisha,JAGATSINGHAPUR,Safflower
Odisha,JAJAPUR,Groundnut
Odisha,JAJAPUR,Jute
Odisha,JAJAPUR,Maize
Odisha,JAJAPUR,Paddy
Odisha,JAJAPUR,Sesamum
Odisha,JAJAPUR,Urad
Odisha,JAJAPUR,Arhar/Tur
Odisha,JAJAPUR,Horse-gram
Odisha,JAJAPUR,Potato
Odisha,JAJAPUR,Sugarcane
Odisha,JAJAPUR,Ragi
Odisha,JAJAPUR,Rice
Odisha,JAJAPUR,Moong(Green Gram)
Odisha,JAJAPUR,Wheat
Odisha,JAJAPUR,Rapeseed &Mustard
Odisha,JAJAPUR,Castor seed
Odisha,JAJAPUR,Dry chillies
Odisha,JAJAPUR,Dry ginger
Odisha,JAJAPUR,Jowar
Odisha,JAJAPUR,Mesta
Odisha,JAJAPUR,Sweet potato
Odisha,JAJAPUR,Turmeric
Odisha,JAJAPUR,Coriander
Odisha,JAJAPUR,Garlic
Odisha,JAJAPUR,Gram
Odisha,JAJAPUR,Linseed
Odisha,JAJAPUR,Sunflower
Odisha,JAJAPUR,Onion
Odisha,JAJAPUR,Other  Rabi pulses
Odisha,JAJAPUR,Safflower
Odisha,JHARSUGUDA,Arhar/Tur
Odisha,JHARSUGUDA,Groundnut
Odisha,JHARSUGUDA,Maize
Odisha,JHARSUGUDA,Paddy
Odisha,JHARSUGUDA,Ragi
Odisha,JHARSUGUDA,Sesamum
Odisha,JHARSUGUDA,Urad
Odisha,JHARSUGUDA,Potato
Odisha,JHARSUGUDA,Horse-gram
Odisha,JHARSUGUDA,Sugarcane
Odisha,JHARSUGUDA,Moong(Green Gram)
Odisha,JHARSUGUDA,Rice
Odisha,JHARSUGUDA,Wheat
Odisha,JHARSUGUDA,Rapeseed &Mustard
Odisha,JHARSUGUDA,Dry chillies
Odisha,JHARSUGUDA,Dry ginger
Odisha,JHARSUGUDA,Mesta
Odisha,JHARSUGUDA,Sweet potato
Odisha,JHARSUGUDA,Turmeric
Odisha,JHARSUGUDA,Castor seed
Odisha,JHARSUGUDA,Coriander
Odisha,JHARSUGUDA,Garlic
Odisha,JHARSUGUDA,Gram
Odisha,JHARSUGUDA,Sunflower
Odisha,JHARSUGUDA,Onion
Odisha,JHARSUGUDA,Niger seed
Odisha,JHARSUGUDA,Other  Rabi pulses
Odisha,JHARSUGUDA,Safflower
Odisha,KALAHANDI,Arhar/Tur
Odisha,KALAHANDI,Groundnut
Odisha,KALAHANDI,Jute
Odisha,KALAHANDI,Maize
Odisha,KALAHANDI,Paddy
Odisha,KALAHANDI,Ragi
Odisha,KALAHANDI,Sesamum
Odisha,KALAHANDI,Urad
Odisha,KALAHANDI,Wheat
Odisha,KALAHANDI,Potato
Odisha,KALAHANDI,Horse-gram
Odisha,KALAHANDI,Sugarcane
Odisha,KALAHANDI,Moong(Green Gram)
Odisha,KALAHANDI,Rice
Odisha,KALAHANDI,Rapeseed &Mustard
Odisha,KALAHANDI,Bajra
Odisha,KALAHANDI,Castor seed
Odisha,KALAHANDI,Cotton(lint)
Odisha,KALAHANDI,Dry chillies
Odisha,KALAHANDI,Dry ginger
Odisha,KALAHANDI,Jowar
Odisha,KALAHANDI,Mesta
Odisha,KALAHANDI,Niger seed
Odisha,KALAHANDI,Small millets
Odisha,KALAHANDI,Sweet potato
Odisha,KALAHANDI,Turmeric
Odisha,KALAHANDI,Coriander
Odisha,KALAHANDI,Garlic
Odisha,KALAHANDI,Gram
Odisha,KALAHANDI,Linseed
Odisha,KALAHANDI,Masoor
Odisha,KALAHANDI,Safflower
Odisha,KALAHANDI,Sunflower
Odisha,KALAHANDI,Onion
Odisha,KALAHANDI,Sannhamp
Odisha,KALAHANDI,Tobacco
Odisha,KALAHANDI,Other Kharif pulses
Odisha,KALAHANDI,Other  Rabi pulses
Odisha,KANDHAMAL,Groundnut
Odisha,KANDHAMAL,Maize
Odisha,KANDHAMAL,Paddy
Odisha,KANDHAMAL,Ragi
Odisha,KANDHAMAL,Urad
Odisha,KANDHAMAL,Wheat
Odisha,KANDHAMAL,Potato
Odisha,KANDHAMAL,Arhar/Tur
Odisha,KANDHAMAL,Horse-gram
Odisha,KANDHAMAL,Sesamum
Odisha,KANDHAMAL,Sugarcane
Odisha,KANDHAMAL,Moong(Green Gram)
Odisha,KANDHAMAL,Rice
Odisha,KANDHAMAL,Rapeseed &Mustard
Odisha,KANDHAMAL,Castor seed
Odisha,KANDHAMAL,Dry chillies
Odisha,KANDHAMAL,Dry ginger
Odisha,KANDHAMAL,Jowar
Odisha,KANDHAMAL,Mesta
Odisha,KANDHAMAL,Niger seed
Odisha,KANDHAMAL,Small millets
Odisha,KANDHAMAL,Sweet potato
Odisha,KANDHAMAL,Turmeric
Odisha,KANDHAMAL,Coriander
Odisha,KANDHAMAL,Garlic
Odisha,KANDHAMAL,Gram
Odisha,KANDHAMAL,Onion
Odisha,KANDHAMAL,Sannhamp
Odisha,KANDHAMAL,Tobacco
Odisha,KANDHAMAL,Cotton(lint)
Odisha,KANDHAMAL,Other Kharif pulses
Odisha,KANDHAMAL,Other  Rabi pulses
Odisha,KANDHAMAL,Sunflower
Odisha,KANDHAMAL,Bajra
Odisha,KENDRAPARA,Arhar/Tur
Odisha,KENDRAPARA,Jute
Odisha,KENDRAPARA,Paddy
Odisha,KENDRAPARA,Ragi
Odisha,KENDRAPARA,Groundnut
Odisha,KENDRAPARA,Sesamum
Odisha,KENDRAPARA,Urad
Odisha,KENDRAPARA,Potato
Odisha,KENDRAPARA,Horse-gram
Odisha,KENDRAPARA,Sugarcane
Odisha,KENDRAPARA,Rice
Odisha,KENDRAPARA,Moong(Green Gram)
Odisha,KENDRAPARA,Wheat
Odisha,KENDRAPARA,Maize
Odisha,KENDRAPARA,Rapeseed &Mustard
Odisha,KENDRAPARA,Dry chillies
Odisha,KENDRAPARA,Dry ginger
Odisha,KENDRAPARA,Castor seed
Odisha,KENDRAPARA,Coriander
Odisha,KENDRAPARA,Garlic
Odisha,KENDRAPARA,Gram
Odisha,KENDRAPARA,Linseed
Odisha,KENDRAPARA,Sunflower
Odisha,KENDRAPARA,Sweet potato
Odisha,KENDRAPARA,Onion
Odisha,KENDRAPARA,Other  Rabi pulses
Odisha,KENDRAPARA,Turmeric
Odisha,KENDUJHAR,Groundnut
Odisha,KENDUJHAR,Jute
Odisha,KENDUJHAR,Maize
Odisha,KENDUJHAR,Paddy
Odisha,KENDUJHAR,Ragi
Odisha,KENDUJHAR,Sesamum
Odisha,KENDUJHAR,Urad
Odisha,KENDUJHAR,Wheat
Odisha,KENDUJHAR,Arhar/Tur
Odisha,KENDUJHAR,Potato
Odisha,KENDUJHAR,Horse-gram
Odisha,KENDUJHAR,Sugarcane
Odisha,KENDUJHAR,Moong(Green Gram)
Odisha,KENDUJHAR,Rice
Odisha,KENDUJHAR,Rapeseed &Mustard
Odisha,KENDUJHAR,Bajra
Odisha,KENDUJHAR,Castor seed
Odisha,KENDUJHAR,Cotton(lint)
Odisha,KENDUJHAR,Dry chillies
Odisha,KENDUJHAR,Dry ginger
Odisha,KENDUJHAR,Jowar
Odisha,KENDUJHAR,Mesta
Odisha,KENDUJHAR,Niger seed
Odisha,KENDUJHAR,Small millets
Odisha,KENDUJHAR,Turmeric
Odisha,KENDUJHAR,Coriander
Odisha,KENDUJHAR,Garlic
Odisha,KENDUJHAR,Gram
Odisha,KENDUJHAR,Linseed
Odisha,KENDUJHAR,Masoor
Odisha,KENDUJHAR,Sunflower
Odisha,KENDUJHAR,Sweet potato
Odisha,KENDUJHAR,Onion
Odisha,KENDUJHAR,Tobacco
Odisha,KENDUJHAR,Other Kharif pulses
Odisha,KENDUJHAR,Other  Rabi pulses
Odisha,KENDUJHAR,Safflower
Odisha,KHORDHA,Jute
Odisha,KHORDHA,Maize
Odisha,KHORDHA,Paddy
Odisha,KHORDHA,Ragi
Odisha,KHORDHA,Arhar/Tur
Odisha,KHORDHA,Groundnut
Odisha,KHORDHA,Horse-gram
Odisha,KHORDHA,Sesamum
Odisha,KHORDHA,Urad
Odisha,KHORDHA,Potato
Odisha,KHORDHA,Sugarcane
Odisha,KHORDHA,Rice
Odisha,KHORDHA,Moong(Green Gram)
Odisha,KHORDHA,Wheat
Odisha,KHORDHA,Rapeseed &Mustard
Odisha,KHORDHA,Castor seed
Odisha,KHORDHA,Dry chillies
Odisha,KHORDHA,Dry ginger
Odisha,KHORDHA,Jowar
Odisha,KHORDHA,Mesta
Odisha,KHORDHA,Sweet potato
Odisha,KHORDHA,Coriander
Odisha,KHORDHA,Garlic
Odisha,KHORDHA,Gram
Odisha,KHORDHA,Linseed
Odisha,KHORDHA,Sunflower
Odisha,KHORDHA,Onion
Odisha,KHORDHA,Other Kharif pulses
Odisha,KHORDHA,Other  Rabi pulses
Odisha,KHORDHA,Turmeric
Odisha,KHORDHA,Safflower
Odisha,KORAPUT,Arhar/Tur
Odisha,KORAPUT,Groundnut
Odisha,KORAPUT,Jute
Odisha,KORAPUT,Maize
Odisha,KORAPUT,Paddy
Odisha,KORAPUT,Ragi
Odisha,KORAPUT,Sesamum
Odisha,KORAPUT,Urad
Odisha,KORAPUT,Wheat
Odisha,KORAPUT,Potato
Odisha,KORAPUT,Horse-gram
Odisha,KORAPUT,Sugarcane
Odisha,KORAPUT,Moong(Green Gram)
Odisha,KORAPUT,Rice
Odisha,KORAPUT,Rapeseed &Mustard
Odisha,KORAPUT,Bajra
Odisha,KORAPUT,Castor seed
Odisha,KORAPUT,Cotton(lint)
Odisha,KORAPUT,Dry chillies
Odisha,KORAPUT,Dry ginger
Odisha,KORAPUT,Jowar
Odisha,KORAPUT,Mesta
Odisha,KORAPUT,Niger seed
Odisha,KORAPUT,Small millets
Odisha,KORAPUT,Sweet potato
Odisha,KORAPUT,Turmeric
Odisha,KORAPUT,Coriander
Odisha,KORAPUT,Garlic
Odisha,KORAPUT,Gram
Odisha,KORAPUT,Linseed
Odisha,KORAPUT,Safflower
Odisha,KORAPUT,Sunflower
Odisha,KORAPUT,Onion
Odisha,KORAPUT,Sannhamp
Odisha,KORAPUT,Tobacco
Odisha,KORAPUT,Other  Rabi pulses
Odisha,KORAPUT,Other Kharif pulses
Odisha,MALKANGIRI,Maize
Odisha,MALKANGIRI,Paddy
Odisha,MALKANGIRI,Ragi
Odisha,MALKANGIRI,Wheat
Odisha,MALKANGIRI,Arhar/Tur
Odisha,MALKANGIRI,Groundnut
Odisha,MALKANGIRI,Urad
Odisha,MALKANGIRI,Potato
Odisha,MALKANGIRI,Horse-gram
Odisha,MALKANGIRI,Sesamum
Odisha,MALKANGIRI,Jute
Odisha,MALKANGIRI,Rice
Odisha,MALKANGIRI,Moong(Green Gram)
Odisha,MALKANGIRI,Rapeseed &Mustard
Odisha,MALKANGIRI,Sugarcane
Odisha,MALKANGIRI,Bajra
Odisha,MALKANGIRI,Dry chillies
Odisha,MALKANGIRI,Dry ginger
Odisha,MALKANGIRI,Jowar
Odisha,MALKANGIRI,Mesta
Odisha,MALKANGIRI,Niger seed
Odisha,MALKANGIRI,Small millets
Odisha,MALKANGIRI,Sweet potato
Odisha,MALKANGIRI,Turmeric
Odisha,MALKANGIRI,Castor seed
Odisha,MALKANGIRI,Garlic
Odisha,MALKANGIRI,Onion
Odisha,MALKANGIRI,Tobacco
Odisha,MALKANGIRI,Gram
Odisha,MALKANGIRI,Other  Rabi pulses
Odisha,MALKANGIRI,Sunflower
Odisha,MALKANGIRI,Coriander
Odisha,MALKANGIRI,Other Kharif pulses
Odisha,MAYURBHANJ,Arhar/Tur
Odisha,MAYURBHANJ,Groundnut
Odisha,MAYURBHANJ,Jute
Odisha,MAYURBHANJ,Maize
Odisha,MAYURBHANJ,Paddy
Odisha,MAYURBHANJ,Sesamum
Odisha,MAYURBHANJ,Urad
Odisha,MAYURBHANJ,Wheat
Odisha,MAYURBHANJ,Potato
Odisha,MAYURBHANJ,Horse-gram
Odisha,MAYURBHANJ,Ragi
Odisha,MAYURBHANJ,Sugarcane
Odisha,MAYURBHANJ,Moong(Green Gram)
Odisha,MAYURBHANJ,Rice
Odisha,MAYURBHANJ,Rapeseed &Mustard
Odisha,MAYURBHANJ,Bajra
Odisha,MAYURBHANJ,Castor seed
Odisha,MAYURBHANJ,Dry chillies
Odisha,MAYURBHANJ,Dry ginger
Odisha,MAYURBHANJ,Jowar
Odisha,MAYURBHANJ,Mesta
Odisha,MAYURBHANJ,Niger seed
Odisha,MAYURBHANJ,Small millets
Odisha,MAYURBHANJ,Sweet potato
Odisha,MAYURBHANJ,Turmeric
Odisha,MAYURBHANJ,Coriander
Odisha,MAYURBHANJ,Garlic
Odisha,MAYURBHANJ,Gram
Odisha,MAYURBHANJ,Linseed
Odisha,MAYURBHANJ,Masoor
Odisha,MAYURBHANJ,Sunflower
Odisha,MAYURBHANJ,Onion
Odisha,MAYURBHANJ,Sannhamp
Odisha,MAYURBHANJ,Other Kharif pulses
Odisha,MAYURBHANJ,Other  Rabi pulses
Odisha,MAYURBHANJ,Safflower
Odisha,NABARANGPUR,Arhar/Tur
Odisha,NABARANGPUR,Groundnut
Odisha,NABARANGPUR,Maize
Odisha,NABARANGPUR,Paddy
Odisha,NABARANGPUR,Ragi
Odisha,NABARANGPUR,Urad
Odisha,NABARANGPUR,Wheat
Odisha,NABARANGPUR,Potato
Odisha,NABARANGPUR,Horse-gram
Odisha,NABARANGPUR,Sesamum
Odisha,NABARANGPUR,Sugarcane
Odisha,NABARANGPUR,Rice
Odisha,NABARANGPUR,Moong(Green Gram)
Odisha,NABARANGPUR,Rapeseed &Mustard
Odisha,NABARANGPUR,Bajra
Odisha,NABARANGPUR,Castor seed
Odisha,NABARANGPUR,Cotton(lint)
Odisha,NABARANGPUR,Dry chillies
Odisha,NABARANGPUR,Dry ginger
Odisha,NABARANGPUR,Jowar
Odisha,NABARANGPUR,Jute
Odisha,NABARANGPUR,Mesta
Odisha,NABARANGPUR,Niger seed
Odisha,NABARANGPUR,Small millets
Odisha,NABARANGPUR,Sweet potato
Odisha,NABARANGPUR,Turmeric
Odisha,NABARANGPUR,Coriander
Odisha,NABARANGPUR,Garlic
Odisha,NABARANGPUR,Gram
Odisha,NABARANGPUR,Linseed
Odisha,NABARANGPUR,Safflower
Odisha,NABARANGPUR,Sunflower
Odisha,NABARANGPUR,Onion
Odisha,NABARANGPUR,Sannhamp
Odisha,NABARANGPUR,Tobacco
Odisha,NABARANGPUR,Other  Rabi pulses
Odisha,NAYAGARH,Groundnut
Odisha,NAYAGARH,Maize
Odisha,NAYAGARH,Paddy
Odisha,NAYAGARH,Ragi
Odisha,NAYAGARH,Sesamum
Odisha,NAYAGARH,Urad
Odisha,NAYAGARH,Wheat
Odisha,NAYAGARH,Arhar/Tur
Odisha,NAYAGARH,Horse-gram
Odisha,NAYAGARH,Potato
Odisha,NAYAGARH,Sugarcane
Odisha,NAYAGARH,Rice
Odisha,NAYAGARH,Moong(Green Gram)
Odisha,NAYAGARH,Rapeseed &Mustard
Odisha,NAYAGARH,Castor seed
Odisha,NAYAGARH,Cotton(lint)
Odisha,NAYAGARH,Dry chillies
Odisha,NAYAGARH,Dry ginger
Odisha,NAYAGARH,Jowar
Odisha,NAYAGARH,Jute
Odisha,NAYAGARH,Mesta
Odisha,NAYAGARH,Small millets
Odisha,NAYAGARH,Sweet potato
Odisha,NAYAGARH,Turmeric
Odisha,NAYAGARH,Coriander
Odisha,NAYAGARH,Garlic
Odisha,NAYAGARH,Gram
Odisha,NAYAGARH,Linseed
Odisha,NAYAGARH,Sunflower
Odisha,NAYAGARH,Onion
Odisha,NAYAGARH,Sannhamp
Odisha,NAYAGARH,Other Kharif pulses
Odisha,NAYAGARH,Other  Rabi pulses
Odisha,NAYAGARH,Safflower
Odisha,NAYAGARH,Bajra
Odisha,NUAPADA,Arhar/Tur
Odisha,NUAPADA,Groundnut
Odisha,NUAPADA,Jute
Odisha,NUAPADA,Maize
Odisha,NUAPADA,Paddy
Odisha,NUAPADA,Ragi
Odisha,NUAPADA,Sesamum
Odisha,NUAPADA,Urad
Odisha,NUAPADA,Wheat
Odisha,NUAPADA,Potato
Odisha,NUAPADA,Horse-gram
Odisha,NUAPADA,Sugarcane
Odisha,NUAPADA,Moong(Green Gram)
Odisha,NUAPADA,Rice
Odisha,NUAPADA,Rapeseed &Mustard
Odisha,NUAPADA,Bajra
Odisha,NUAPADA,Castor seed
Odisha,NUAPADA,Cotton(lint)
Odisha,NUAPADA,Dry chillies
Odisha,NUAPADA,Dry ginger
Odisha,NUAPADA,Jowar
Odisha,NUAPADA,Mesta
Odisha,NUAPADA,Niger seed
Odisha,NUAPADA,Small millets
Odisha,NUAPADA,Soyabean
Odisha,NUAPADA,Sunflower
Odisha,NUAPADA,Sweet potato
Odisha,NUAPADA,Turmeric
Odisha,NUAPADA,Coriander
Odisha,NUAPADA,Garlic
Odisha,NUAPADA,Gram
Odisha,NUAPADA,Linseed
Odisha,NUAPADA,Masoor
Odisha,NUAPADA,Safflower
Odisha,NUAPADA,Onion
Odisha,NUAPADA,Sannhamp
Odisha,NUAPADA,Tobacco
Odisha,NUAPADA,Other  Rabi pulses
Odisha,PURI,Jute
Odisha,PURI,Paddy
Odisha,PURI,Ragi
Odisha,PURI,Arhar/Tur
Odisha,PURI,Groundnut
Odisha,PURI,Horse-gram
Odisha,PURI,Maize
Odisha,PURI,Sesamum
Odisha,PURI,Urad
Odisha,PURI,Potato
Odisha,PURI,Sugarcane
Odisha,PURI,Rice
Odisha,PURI,Moong(Green Gram)
Odisha,PURI,Wheat
Odisha,PURI,Rapeseed &Mustard
Odisha,PURI,Dry chillies
Odisha,PURI,Mesta
Odisha,PURI,Sweet potato
Odisha,PURI,Coriander
Odisha,PURI,Garlic
Odisha,PURI,Linseed
Odisha,PURI,Onion
Odisha,PURI,Dry ginger
Odisha,PURI,Other Kharif pulses
Odisha,PURI,Gram
Odisha,PURI,Other  Rabi pulses
Odisha,PURI,Turmeric
Odisha,PURI,Sunflower
Odisha,PURI,Castor seed
Odisha,RAYAGADA,Arhar/Tur
Odisha,RAYAGADA,Groundnut
Odisha,RAYAGADA,Maize
Odisha,RAYAGADA,Paddy
Odisha,RAYAGADA,Ragi
Odisha,RAYAGADA,Urad
Odisha,RAYAGADA,Wheat
Odisha,RAYAGADA,Sesamum
Odisha,RAYAGADA,Potato
Odisha,RAYAGADA,Horse-gram
Odisha,RAYAGADA,Sugarcane
Odisha,RAYAGADA,Moong(Green Gram)
Odisha,RAYAGADA,Rice
Odisha,RAYAGADA,Rapeseed &Mustard
Odisha,RAYAGADA,Bajra
Odisha,RAYAGADA,Castor seed
Odisha,RAYAGADA,Cotton(lint)
Odisha,RAYAGADA,Dry chillies
Odisha,RAYAGADA,Dry ginger
Odisha,RAYAGADA,Jowar
Odisha,RAYAGADA,Mesta
Odisha,RAYAGADA,Niger seed
Odisha,RAYAGADA,Small millets
Odisha,RAYAGADA,Sweet potato
Odisha,RAYAGADA,Turmeric
Odisha,RAYAGADA,Coriander
Odisha,RAYAGADA,Garlic
Odisha,RAYAGADA,Gram
Odisha,RAYAGADA,Sunflower
Odisha,RAYAGADA,Onion
Odisha,RAYAGADA,Sannhamp
Odisha,RAYAGADA,Tobacco
Odisha,RAYAGADA,Other  Rabi pulses
Odisha,SAMBALPUR,Arhar/Tur
Odisha,SAMBALPUR,Groundnut
Odisha,SAMBALPUR,Maize
Odisha,SAMBALPUR,Paddy
Odisha,SAMBALPUR,Ragi
Odisha,SAMBALPUR,Sesamum
Odisha,SAMBALPUR,Urad
Odisha,SAMBALPUR,Wheat
Odisha,SAMBALPUR,Potato
Odisha,SAMBALPUR,Horse-gram
Odisha,SAMBALPUR,Sugarcane
